,yelping_since,review_count,average_stars,user_id,name
58770,2011-11-14,3,3.0,zR8SVI_3HUeqDOnpfPEm1w,sherry
58775,2012-10-23,17,3.57,radAP2xsuWUS4jojqBHCcw,Mike
58800,2009-08-30,8,3.44,Pn-SQz_khhCYXCLYEbo95w,kelli
58833,2016-11-13,3,2.33,XaURq7oeL-sjt3PFOesnyA,Jennifer
58856,2011-11-16,12,3.83,Ht34o-wzbG_bbX0swOI19g,Shawn
58862,2015-03-14,30,4.9,YSnVjdFeb8uCk7l-a9Dbyw,M
58866,2013-11-20,86,4.03,-IFSBZCOHnHm1-3p5V493g,Greg
58883,2011-08-23,120,3.75,aU8saUu9QhSFvnYeUsxO-A,Stephanie
58897,2015-11-20,270,3.67,8Dvr-U6jCZTVGD52LwC2qA,Amy
58898,2010-12-10,21,4.0,mVlYXiz9hyVhymH21MtQAA,Jeff
58900,2010-11-17,50,3.44,G0p-Z2_JzOCVYKtiSapOfA,Jackie
58923,2014-02-11,482,3.66,BUeqfrO3j65uzd9RxC6gbw,Jon
58925,2014-03-08,88,3.59,4dIxMP5--LX1X0i3s3PIAA,Sara
58932,2011-07-21,178,3.74,P7EV3yrn1PLHDBX6rF6qIg,Reynold
58941,2012-12-09,182,3.29,SJJWIZLPGXtGTy9UECbVjA,Spence
58943,2014-03-01,82,3.95,YJLlvBPtvB8iJg8_WKxVzQ,Casey
58947,2013-06-18,5,3.43,IPWgOejGDnvj-0cfxCy8NA,Camay
58949,2014-01-02,34,3.51,AX1TDMGPztaQkLqreOUhFQ,Gerard
58955,2013-03-13,66,3.92,7TjZZQYUExbc_pwvN7xrag,Daniel
58959,2015-04-24,4,3.75,Kb17ig7UN930I8iPbJLJJA,Mizuka
58960,2012-05-07,16,3.69,Zd1Wl01RbjxANEtGn_YRjQ,Tynee
58982,2014-08-07,28,3.93,nCF2O02ck66lpfNEIfK6Wg,MN
58988,2015-04-03,33,3.53,DcSWoRQ0MNH1A2JwcODfMA,Michelle
59022,2013-04-03,75,3.6,E4pE9TTEtJGxteb4MWD6dg,Jordy
59025,2013-10-14,223,3.96,R-xGsTpwlwuOe_vAbg_aeA,Sharon
59051,2015-10-13,7,4.0,RzQ-shR_9mFIz9_N4AXNaw,Veronika
59078,2014-05-03,9,1.9,XSuS4V37pEmi4P5LEEfLig,Marcus
59082,2009-10-06,214,3.5,q6AMn2HPGYVsD31NB1K9xg,Nicole
59108,2014-04-26,1,1.0,wwb9KSGa1YRnDG_mPKj2ng,Rhino
59135,2010-07-14,107,3.92,SobGWhM_IAb4Kj_9HEpKsQ,Cindy
59139,2009-08-10,140,3.78,m4fBjPA4SSIzQaNtr45Uow,Linda
59170,2013-12-03,26,3.81,VdrfEsm7W5tQzjd5vZKa-w,Tina
59181,2014-09-29,71,3.69,qnXgtXUvHRn0L0_8SirnWw,Nik
59184,2013-10-26,192,3.81,FvwBCzmImJXlDWKhEvc9VA,Nora
59192,2015-01-17,116,4.36,t--OTOeVAlQXlMZ36FR_zw,Hailley
59195,2008-11-05,320,3.66,djpMXOA1ic5wv3FPtubHNw,Deanna
59207,2010-10-13,30,3.1,VCipQWq0rk_2lZuJvT8zbQ,Sunny
59213,2014-06-07,12,1.33,hvfmC2jgTwH7jHrRZCVjLg,Tanner
59214,2009-11-16,7,3.57,sp8UV7tWgO9RqA1pJbzf8A,Alan
59215,2010-10-06,3,4.67,pGTXwBLExEg0TwGY_J_Gkg,Paul
59217,2016-04-12,102,3.83,zrnrTczWS4XBGPvrVbhDJg,Mi
59221,2016-09-09,1,5.0,MjLqGJ6CHBior-FreK97NQ,Demi
59226,2015-12-27,41,3.9,7etmh3EYThSDidjUgk23hQ,Hava
59235,2009-08-22,148,3.23,02AOwJB1g9ETIDGZznyuAw,Paul
59243,2009-06-21,19,4.0,_Ca8BNbETpP-yTJ_CC2jkQ,Malcolm
59247,2011-12-01,2,4.5,M0WllYHvyk960ZwG1gp0qQ,Susan
59248,2011-07-26,132,3.5,NCBwH9Xx3zNFmH5rk2M_FA,Jermaine
59267,2016-02-18,43,3.85,rze0JMnOZNEDVDOzJ0E4Yg,Kathy
59301,2013-06-27,47,4.06,DiL2FzUo2N2-9g2hYo4d_Q,Robb
59318,2014-01-05,13,3.21,oSm-TypnhQFsynr_mi8fTQ,Kerry-Ann
59327,2011-09-06,56,3.93,Upq-i76O879cJIb6DbrpiA,Jiao
59332,2010-05-08,20,3.38,aRfu7W7_L9Jb5AAfBsiTAw,Ken
59335,2011-03-30,137,3.49,_9WN_qmjbbRu6eFCMVXokw,Tia
59341,2009-06-12,26,4.25,-TRLQ-M9N-SbrU_UD_w-8g,Aeryn
59344,2006-11-01,37,4.38,qMOF-3byughaCzHKVuAuRA,craig
59350,2012-02-12,84,3.43,ogGW1hddNjqY3LrldLBr4g,Jeff
59374,2014-08-29,51,3.83,8BARDuw9utiKUj6Cfvfa0Q,Angel
59380,2010-03-18,1180,3.58,0BBUmH7Krcax1RZgbH4fSA,Laura C
59400,2011-04-18,508,3.8,dtanlcid8_m1L49ZK1YPfw,Luis
59413,2014-05-16,1,5.0,eOcRvO_y9R4-0EzTncFquQ,Angela
59451,2009-05-09,65,3.54,L2D-IGR6lXf8_qe_pTi5Bw,Chat
59489,2012-11-25,60,4.05,BrBf2-dDLIBCZOEt3KMb7A,Ray
59503,2015-08-03,157,3.59,x0cMhVpUcYYHoLdrWSNIMg,NimbusExpress
59509,2013-01-15,194,3.06,j55ySt8CuDQ0bahoVBAb_A,Alice
59514,2014-01-06,136,3.07,F8I0FAZxzWJjcLoajsYK3Q,Phuong
59517,2017-08-22,170,4.04,2pVj1Hid6_Iq3Th9xI0aOQ,Roland
59524,2013-09-17,63,3.82,qM1rRdYScuxvCibTnfidpg,Darwin
59541,2011-06-26,5,3.83,3B7t3At5fFWaeLVaHiVk4A,Chris
59555,2013-08-08,98,3.67,MxY_ArQomVBNKPIt2FtgyQ,Arnold
59584,2009-08-05,532,3.3,qX9rK32qy5hiYo9EPPJftw,Pourio
59598,2008-08-20,463,3.79,rWGA6f5boGNr9ooE-_O37A,Luisa
59618,2018-04-19,38,3.97,uBa9mHcIZ_vC_6skmIhiJA,Tyler
59643,2012-10-21,42,3.93,IQEI8fNaG1q0odkW6VkURA,Randy
59662,2017-08-24,12,3.86,mI6ZRjKB7voMJc5Yu6D-Zg,Eman
59668,2014-04-15,18,3.28,O5O78irEG3bNIH9q-ziiVw,Allison
59683,2010-07-19,165,3.25,Rp-cSUHm-EKBxgBS73PNNg,Thuy
59685,2011-08-01,11,4.0,sGjD6LyoZZHqxFxRNWj2Eg,Sam
59686,2010-09-10,472,3.78,Gf9n3_0n4AXhPULDRy-eBA,Samir
59691,2008-11-20,71,3.71,gMfkWTxRVZtJAMm_adQKsQ,edwin
59701,2011-12-17,11,3.36,m8uCJVzth2_mcHSrDIaNaQ,Cynthia
59713,2016-01-20,80,3.65,CyBceG2iwctgooi2U54dUA,Sam
59717,2013-12-28,207,3.75,w5bwTIjGTebtlWEEAxfKhg,Alfred
59729,2011-05-29,131,3.86,5gYF8vCPu6bs7kJ4dIB-9A,Shiona
59736,2015-10-25,47,3.85,jRATFp6wjsxyW3s_sEaxZg,Megan
59741,2011-12-20,5,1.0,KMM3tEWra-QvXK-72PF2HQ,Jeff
59752,2011-08-24,27,4.48,9nA0Fe0GyX00GzIl7fn2eg,Mike
59758,2014-10-14,166,3.8,ULgXqB_bArS3uN4Qo_KvZQ,Al
59769,2013-09-05,15,4.07,4PIcSVhqA2pw9sTor5vq6Q,Christopher
59792,2015-06-29,63,4.0,Awk2qQq14adeZ3FLA-3v3A,Allie
59794,2016-08-15,9,3.22,ce5beSlZZziUJUii1-c9FA,Allister
59795,2014-09-25,5,4.6,YsbM-4dOEAxp7jCjAnDtoQ,Sunny
59796,2013-06-18,6,3.5,XlKPxvj13lqwxX0ud2SPKA,KC
59816,2014-07-14,95,3.8,k6AIp3UhjeTErmR2NZUFYQ,Fiona
59844,2015-03-06,250,3.64,EgotOxec2MuH4xvIv_KRIA,Nabila
59849,2018-05-21,18,4.17,iqUiaTYTFybOw0Bcsk3xyQ,Nadia
59865,2012-08-18,82,4.36,_f5fHijZb6xocu_jNeZvPA,Felicia
59883,2016-03-14,29,3.66,q3Z39ZERkWMOBhp0XMaqRg,John
59919,2017-09-01,5,4.2,AmJO5xAll71kbIuWpIJKFA,Felice
59920,2014-08-28,245,3.23,F-XkGoU9tZxZLdGI6JAtZw,Edward
59933,2016-01-18,48,3.67,81AC7NEO2uVSfZQcvSxE0w,Rachel
59934,2013-02-27,24,3.6,k-byULL2p9nTC9dV8JqbMA,Jane
59939,2012-09-30,18,2.56,80D_EfeOUHa-P0Vb3Ahw8Q,T. G.
59954,2012-09-04,38,3.71,x8Ue6Laf00TjK-INXbv8DA,Daniel
59980,2017-09-20,97,4.72,YFqiwRqdCuV_5yqFl3qHqw,Marilyn
59990,2016-07-15,2,3.0,surgdOG8QvADbjt7K29uVg,Phillip
59992,2014-08-09,27,3.22,FMx6-0mOE6jGKU0AsGj_dA,Monica
59997,2015-07-28,1,5.0,Xl4n-L8dl29qd2hMZc9SSA,Jameson
60000,2014-06-21,46,3.81,T28Y7AsnZftJptuiIQ_x6Q,Rosa
60037,2015-01-17,8,3.5,OvpQ-yp6i5gPXa2m_Shpjw,Cherr
60053,2012-11-11,47,3.71,bIXj8nZWd9f3vEHzPUJ4lg,Michelle
60069,2013-10-20,7,3.71,QfCJY-43ntRn8h2z5mrz4g,Cameron
60145,2015-06-15,30,4.17,Gd8-kFFRp9_YIKHjs1JBAQ,Edward
60155,2014-12-29,18,3.89,n8ExImG3b2UAnHBjSUppIQ,Alex
60158,2010-01-12,202,3.95,tidcqPzhO8mZyNV_cW4y9A,Jeff
60163,2016-04-04,83,3.2,2ADk0EOfjlXfD2jOIrvkVw,Michelle
60167,2010-09-14,63,3.6,iai3VFoX2tUMxoatd-MlBA,Adam
60175,2014-05-25,92,3.65,R022TBRVd9bSMGxBXYlQ5w,Wiseman
60190,2018-06-16,1,1.0,jqzwcmb2otB_AKvVJTtsPQ,Morgan
60219,2013-04-24,29,3.71,oqX8cA3ZeI_lEKTRiwBcPg,Jennifer
60241,2014-01-01,116,3.86,22dQwG25J7BK56sLIFqwEA,Tia
60247,2017-02-13,6,3.33,_blh7J9-qwab3X_Ea1SOLw,Teresa
60255,2017-08-24,44,3.52,qpRX_Iiy3f2TqkFXxAWelA,Brenda
60324,2012-09-15,93,3.92,GdOftL3cyuc7Ir89iIzSvQ,Lettie
60325,2014-09-01,6,2.5,BfdVxHlKpNvW8iVzEwVQAg,Shivani
60334,2014-08-20,278,3.68,XrYTMhY9YJvzX2pMepIz7A,Yukie
60346,2009-10-18,29,3.43,HF0h_hRhYSt4xCy6GTsjPw,Martin
60358,2013-05-13,215,3.36,ukp5bUGNcvl2OWU5CPG7fw,Teresa
60364,2012-07-16,1100,3.4,pMefTWo6gMdx8WhYSA2u3w,Bernie
60375,2018-01-10,15,3.67,lEWVAwOZm0Bme09RsHvNtw,Josie
60386,2013-08-04,15,3.27,hwlTJx-a6KX92f0wEX1ilw,Z
60387,2015-07-03,93,4.11,87-KPVeEqoMpPez8d26jKg,Emily
60400,2012-01-16,252,4.04,KYV3TpJiJB2LGN9umfmsHg,Shirley
60409,2008-12-01,67,3.93,GnCm7qDmxkRO-kGAu2956Q,Hassan
60410,2016-09-05,41,4.07,wUqjjxKhm2BKz1lP7yjAEA,Ali
60416,2012-09-12,13,4.0,jGFk5tYqDkWv7b7zX-CLMg,Michael
60422,2011-03-29,72,3.27,7a2YLmjpUXvCqFYdys3f2Q,Melissa
60438,2014-10-30,17,3.35,O7TjhwK40NubEwqa4F1BuA,Stephen
60455,2013-11-26,158,3.99,t8D5N0WUGVkWcPrXZD07Yg,Louise
60474,2013-06-09,164,3.37,uz5-sq6wHrXScrIWb8r1Mg,Karen
60479,2009-07-25,110,3.46,1MMBXSm3vpGw4VedhFstnA,Cyrus
60488,2017-02-05,4,2.25,SygWXO08aZhu0i5ChjkRiw,Melissa
60517,2015-06-20,50,4.06,gp1OwKiEcaIDUI2pKT78Fw,Anna
60542,2013-06-22,6,3.83,GmkmB_s5KGk-R7eRUXnMHQ,G.
60586,2014-11-03,4,4.8,fHBtPFmOOxfogBAohNe-XA,Cathy
60598,2016-11-18,29,4.21,jxK6KtWcpfNv43WFKki0pA,Studio
60633,2012-02-25,7,4.71,92H1m2AHGTsex8ADtCUYJg,Kevin
60644,2012-10-13,5,4.0,Zi-2iWj9kCSYyi6o7SU1NQ,Tiffany
60648,2014-12-06,40,3.81,J5sagp6gQTkuskSrAq0NdA,Shabbir
60670,2014-01-29,3,4.0,C7QUixP7PKouXz7x7e3HJQ,John Ross
60688,2014-03-24,13,2.64,TQuBVxJzuZFmtybm8h3V7A,Christina
60691,2011-08-26,6,3.83,6VavUGXTa-0F6GoWBk5OXA,Amanda
60709,2014-09-22,2,3.0,HAB3AN9h6cttEm1rQpTpOw,Benjamin
60710,2016-02-03,27,3.52,MlFQm4hlI3k3KAg6IYg0cg,Cari
60721,2014-09-22,378,3.79,0J9mtVJ4_QGsXYVK8qJzOQ,Ayad
60748,2014-06-01,33,3.17,mWG-o9SbECepR8Emve832w,Wisam
60763,2010-03-09,16,3.0,VW5b9BGnjQilLlFcvc5ViA,Miguel
60775,2013-05-19,6,2.83,UFJjJMV3gH3U62_EWP-hMg,Michael
60779,2012-09-25,13,3.13,Nf_QqEr5eY9ukEFi50lZBg,TW
60786,2009-08-09,215,3.63,xA1Ak4QJ_WE_8Nadpi8IhA,Salim
60800,2013-01-19,4,4.75,nu2p5UhyLVsRnQOBRCxLgw,William
60807,2013-05-07,2,4.5,SvcY7vhxoqSIc0FSyClcig,James
60823,2014-07-22,340,3.31,bJTKxBIvb_AR8d4SuLPV8g,John
60836,2010-02-19,13,2.94,Po8KfIUrKDzorRnqdTmbrg,Mike
60840,2011-10-12,15,3.25,pN0ETuyjQ77teTKp2m9kvw,Maud
60842,2015-12-05,81,3.14,XVO2x2QDHi8eGEa-ZiVu3g,Liz
60863,2012-09-11,40,3.56,4TBbuqD_vpsuwGAsINmc7A,Jason
60911,2009-11-27,33,3.03,j97y1ZAsYABIOcR0KQCy5Q,Yoga
60931,2012-04-18,8,2.75,TINwKxpEgcouG0gzOVCudg,Andrea
60936,2014-04-27,51,3.72,GKy2zJOYcT89OqT_Xg9B2A,Darryl
60961,2011-06-12,20,2.88,bkIzmiLGhYTFVHwvjGQapA,J
60975,2016-08-17,63,3.68,3L_N3Urgjz9fUYZw8USCLA,Charlene
61004,2016-05-05,18,3.83,dkfxdmdCpN8Piy6zQHUopw,Lyla
61018,2011-08-05,33,3.14,eps9Knpi8KXVnC0RVj80lw,Natalie
61049,2012-08-17,49,3.65,EoaSBAHVwz3-dj_oN6RDhQ,Sherine
61053,2012-04-26,13,3.31,Z_EaEZ7kldc36fUITaXO4g,Paul
61068,2012-10-25,41,2.96,IlZEfnNmPBEQZVsvtmfk4Q,Double
61070,2011-02-19,14,4.06,qo1yRZqHbt8TfeXXgWY-hA,Yasir
61089,2016-03-27,3,5.0,SJ5WeKiczCSR-qNpjCVaIw,Ayame
61103,2011-09-16,267,3.95,rCwnpxaW5uyZpLiU9lO2Ww,John
61112,2010-08-07,14,3.14,leMFMZ07LMpD-QW_iMHXMw,Khalid
61129,2014-08-15,14,3.81,M5sz4JDpomnnCyDTxapInw,Jinny
61135,2011-01-07,74,3.65,JPGhZJt7qWkjD1CoCnSftQ,Tammy
61187,2014-09-29,47,4.26,2eFPk8sQz6xy8i2cdCrQfg,Shannyn
61194,2012-12-09,16,3.41,0pqqrN3qbvKULyFoloheyw,Ella
61196,2012-01-23,10,3.0,-b0iM2-0dZHd89PfMqIkUg,Elizabeth
61211,2017-11-04,8,3.88,lXTkYwdL_iGIEvIIMWNgdg,J.
61243,2014-03-30,3,3.67,qO8tNnt4v_coq81DlV0hlg,Hesham
61257,2014-09-14,21,3.77,zKJ-GZTwvxVfxNuEtY5KCg,Justin
61258,2012-01-27,37,4.62,itlN0algxv9jXOJqbDSUkg,Miwako
61303,2016-01-14,4,4.25,vsQPQ_Ve9If8NMoqwac2YQ,Matthew
61305,2014-12-14,198,4.19,q_HfkJHXgS2PmReenAOchQ,Athena
61319,2014-09-28,1,2.0,0cMz-Vl0hx0FqIwXE6V18w,DoYoon
61331,2009-07-06,83,3.63,FutwvaLIhFLlmZwE7g2p2w,Q
61352,2014-08-02,9,2.73,5sRn0Y3cQ1c8nwbytwq4eg,Armand
61379,2014-04-29,13,3.86,RbucnoAgBVrHgyP8Rf1eVQ,Aila
61389,2009-06-29,21,4.33,FirXPIasmNPGT4OZn4H5IA,Mike
61393,2010-07-15,42,3.57,aJAVk1tlrlNcMsGTuMNWLw,Doug
61430,2017-06-04,3,2.33,s7YxO_TG72gdUGiIkJ6RZw,Isabelle
61439,2018-04-01,9,3.6,fNdUIJqUzyMKPQFxCrvGPw,Explorer
61457,2014-03-16,2,1.0,ntqJGV8m_prIeXh5wvGixw,Cesar
61495,2017-10-07,39,2.8,xavCcqaAiDpWOXe_V6HI2g,Bryan
61497,2015-05-17,8,3.13,TSK59Pm-9QehKZPdktL2Fg,Brittany
61507,2017-09-03,3,3.33,g5TYZ875NhTqrnadSzzEUQ,Sloan
61603,2014-10-26,3,3.5,6Od44jLW0q2uskeqfCh8qA,Liezl
61629,2015-03-15,23,3.5,edQlvmmfBWR9GZyRH4Njkw,M.A.
61639,2011-01-31,5,2.83,WShzMJSgJMcTF2krb7jtlw,Chantal
61666,2013-11-11,15,3.13,BiBMGpQNugdqOjCFdaXi8w,Louis
61690,2011-02-22,15,2.93,In9WHkXzDS3WEidqa3_lIw,Todd
61691,2018-03-04,17,4.35,AOBjDPZNOpDvrNIDEgri_Q,Andrew
61712,2014-12-12,4,3.0,1CErMGRkCIiLc-eFyOOPYA,Elle
61714,2012-09-29,62,2.96,IZ4e7jv-RGOtNSsFlsswMQ,L
61741,2015-03-23,3,1.0,bvrGOmvrxoRz9F04KtI1TQ,MM
61808,2013-04-08,6,3.0,ORpmwhFwmATb0ijWUdmVXA,E
61835,2012-03-15,19,2.71,YzqwVhr7Mprg8tOSDMHHrw,Andi
61838,2014-09-13,5,3.6,wzczYUN8tuWkYnaBkErGpA,Ava
61848,2014-12-09,17,3.59,Hxjcloe2LCoG5HZratFsHg,Melisa
61856,2013-08-26,10,3.8,f6vsIAG-k4R3_oUgtHtazQ,Ana
61870,2018-06-10,8,4.38,GwfBplSVd-dGLtsc_fjGXw,Renee
61883,2018-06-11,3,2.67,HwaWg-nTTF3MsD5cdB_Gag,Stev
61897,2013-02-15,12,3.92,lOOM-127bU8KB-zYWOhrFw,Morgan
61951,2015-10-29,6,2.33,7ha4jVPWVTfZ7V42ghQWsg,Sarah
61956,2012-11-08,11,3.36,Nq1kBcIbg1ef2q6FyxUwCg,Cindy
61957,2015-06-03,1,5.0,mW5JQTQvLXfToBG-bXeVbg,Melanie
61994,2017-05-06,10,2.55,jiEwFNiYhKRHf6JqhlEz8A,Hanna
62036,2010-06-10,7,3.14,IsTzeY4HcrRyyGh2y4otMA,Chris
62037,2009-09-30,26,3.26,z7Nw6H1yv7pwRNFXffuUBg,jennifer
62061,2009-02-19,137,3.76,PvPz6tE5HiAuubs3cDd0Nw,Susana
62062,2010-03-30,1086,3.2,Wu0yySWcHQ5tZ_59HNiamg,WaYnE
62092,2011-04-07,273,3.63,pqrLANAdicCfsD_Hrdy4Xw,Rabiya
62110,2013-01-19,270,3.82,Hci2c0qo98CO-Pv-VmV7gg,Teresa
62128,2013-06-20,10,3.8,XpIhjnYocvFi-Q7ZISqsQw,Shezin
62145,2005-09-19,56,3.72,gv6n6dW3S44y9mFwMU5i0A,Nick
62165,2011-04-08,161,3.92,MlvVwG3U-yYAdrPX7hUdXQ,Kimberly
62168,2010-03-02,8,3.88,Rk_O89vyLCcEa3Xq6RYftQ,Suchin
62183,2014-01-10,63,3.71,BfDlTQHYOhN4yR9_egMyEA,Joy
62199,2009-08-25,84,4.22,-rZj3pLAolT6weY8VsrGaQ,Cathy
62217,2015-06-12,50,4.18,lZwJiIFMRuhshMHCQERP3w,Amir
62226,2012-12-28,23,3.48,KQONydkoQolTtrZIINTWIQ,Lisa
62227,2012-10-12,7,3.63,m5MNo3ROQc5TJoLZn2r1eQ,Matthew
62235,2016-06-21,7,3.0,CAsOIJh3uTsXj1qg8jJIpQ,Esther
62238,2014-10-20,2,1.0,P6XGhFGrWogfMYnAg81Gmg,Michael
62244,2014-05-20,64,3.09,oigPots1DGB1tRxb8H-xaA,Frank
62252,2010-01-10,72,3.74,gQ7jvafqJcnCG-ZPGFORmw,Jon-Jon
62273,2010-01-18,32,3.81,3QhS-vFpzM8DG3AEOE6dKA,Corey
62277,2008-05-26,451,3.67,nJZ7f4AfZKyDKdIZ362mIw,Paul
62278,2014-12-27,24,3.71,3WkiBHD9EApYBbEcuVVPnQ,Nelson
62304,2012-06-10,22,3.73,_jeiOCsvXJ3p-6ybNmBRvQ,Michelle
62328,2015-08-04,41,3.52,whHnx4VOrMftB9oHp9RqLw,Katie
62340,2016-04-28,4,5.0,Zha10nWnXiE6byYF9MG8AA,Chayanika
62348,2015-10-27,6,4.29,oqDgNrZ3u_kxAB0H2dO0_Q,Ju
62356,2015-04-26,125,3.6,dPE27eCQUt1MMh45joCDCw,Theresa
62360,2015-08-16,134,3.87,z4PBmnPcQnjB92Jyd9CRZw,Brittany
62378,2016-06-11,1,1.0,afTxbgMoyk-bGyjND8q4zw,M
62412,2012-05-29,127,3.41,DMD-6JTzreei1eHQVjED0Q,Andrea
62420,2015-05-09,148,2.91,Tf3VaWx72MWrLJiuaEbftw,Titus
62439,2012-05-13,212,3.33,697iJkhX1mkVF9RNhn114Q,Val
62442,2013-07-07,24,3.71,qS4Xp_Fnw_8NcPeE13f8zQ,Trisha
62451,2013-04-27,315,3.69,RX1D12KuO7FDcLZR5AOVrQ,Diana
62460,2015-12-11,9,3.44,YfqfmndeXdrrdGrkKoS0WQ,Anna
62466,2016-07-05,17,3.05,XFjiOJq4DObUPKBVjmy6RA,Jennifer
62469,2017-05-31,99,4.74,XItANpHKQO3MLgErEmSYsg,Katlyn
62504,2016-07-17,34,3.69,Lop7TtILtSgfjn3PA1thGw,Rose
62513,2016-04-13,36,3.94,jIHdC_kZH9xXZ2830xBAWg,Gloria
62522,2014-04-11,349,3.7,C7lXOTSLUAHG3gkG_Q_39w,Barbara
62525,2015-08-05,4,2.6,-4cGISljPoTmkKnms2l8AA,Andy
62541,2018-01-20,2,4.0,1IK50qFVUuZuzLbi-Qdnjg,Natasha
62547,2016-02-05,76,4.14,cESF_F2XYStfApl11wXVOA,John
62586,2013-03-12,116,4.18,EI9ijI9Wh66LrVW-GmWkOg,Anna
62593,2015-08-02,2,5.0,AeAJSvNW4TwqIfJSovbORQ,Thilo
62609,2015-10-14,2,3.0,I5hIFNZ2l1s1wOcrAIUFTg,Sandra
62624,2013-05-29,134,3.36,cm3_8c_NDhPcpwJQ96Aixw,Austen
62635,2016-08-17,10,3.1,Ldy-MrjMAD9mjzEoidD9bw,Ryan
62650,2014-03-02,12,4.25,oNJNNYRgjFS7iBQwsc-7ig,Mohammed
62669,2013-08-18,34,3.05,XEDaNNCTVAqPpvyX2zY03g,T
62672,2011-07-31,119,3.57,szscXVvV67KKYbFA9v65vA,Janine
62676,2015-10-09,71,3.96,EaBKe-8LB-NHuH7Us-QhGw,Vincent
62683,2009-04-04,1017,4.1,1pzP58PeWictHQzctMU0nQ,Misty
62686,2012-05-24,49,3.42,oKMVVHCRKjgKtwczHiW5qQ,David
62691,2013-05-26,33,4.18,c0wfvtpvHDrswj45jozLCg,Charlotte
62694,2011-07-09,17,4.0,RWV67oykf3o0PX9oyVAVjQ,James
62705,2015-07-17,18,3.72,9eALX7j8YeCyazxWX4LdWg,Kristina
62718,2013-03-17,153,3.53,WKbdS0LlutPPBOcb8l4aGg,Mary
62725,2012-06-24,45,3.55,7AZf9sw6jeamBXwgxRBN2g,Shawn
62745,2016-10-19,5,5.0,vdfpI8cdmn1s_u-gO7dkaA,Mike
62746,2017-01-16,33,3.94,uqP9qCcV1Wi4B1qnj1N90Q,Sandy
62747,2009-11-23,736,3.47,_1SKSmLqpHBqWh09DxQMfw,A.J.
62748,2013-11-13,158,3.88,ZWD8UH1T7QXQr0Eq-mcWYg,Jason
62763,2016-03-07,20,4.2,k-sVwJPaXTRZEYbprToxxQ,Joe
62773,2012-10-06,12,4.36,UY20qHTFsjs-ZN6OPqGlPg,Fahd
62776,2011-08-05,23,4.13,X9veCpJu_myVEOs_heTXEw,Olga
62792,2009-06-08,1301,3.69,9EeEpkZg5jV18N_KvrcT6g,Lauren
62798,2015-02-16,106,3.46,Ub9vmuhYMCgzzWEynAbXDA,Katharine
62800,2010-12-09,52,4.0,RSKXnvgirQ867hmfSUdJ2g,Adam
62814,2011-08-08,50,3.74,Un8b-5KCUvq0ybAcdgc5OA,Sisi
62822,2013-06-11,11,3.73,9oQTe9yw_cNqbte_jNmfIg,Ryan
62832,2012-07-12,58,4.17,II_Zh937j3a6_AVBBqI56g,Ravin
62844,2014-09-22,43,4.26,eZQWNEV_b5LEtUZ49HVu2g,Zoe
62874,2014-04-05,325,2.94,veqfgg2AkKs_L70fx1Quag,Gary
62905,2009-04-16,35,4.6,agcrG-eMaIxk7fZ8HSZHsw,J
62906,2008-09-09,107,3.63,gHW8PyAOLgMC0VPyFRUtcg,willi
62909,2012-03-17,29,3.81,wsNJNb55YLm1iwNuXrFRdA,Huyen
62913,2014-03-30,8,4.88,bzKH1kadsxohV4UgNc1wTw,Crystal
62917,2009-09-03,306,3.57,Nr2uHirba5WNcG0vOXoVDA,Val
62962,2012-09-26,50,4.12,Fq5ROv97XHs72gsvzBkx5w,Racho
62965,2011-12-22,182,3.5,pUjccQauq08ICVR480S-Lg,Tracy
62967,2017-05-01,2,4.0,-qd2N3XngqnKLEWfvr3NWQ,Yuwen
62974,2014-10-04,12,4.31,snLOjGOHGmUlA3mN2wiixw,Paul
62983,2010-07-03,193,3.43,HAv4iHgSyMS4HKwl5hb98w,Eric
62985,2015-07-20,67,4.11,nEGZRuXi8a8Sa19iJ5cQEw,Tina
62991,2012-05-04,1,2.0,mFLToXAf5cYOgDdg6lDxbw,Zulfiqar
62993,2016-01-24,28,3.55,1kcNYppcu4VV9cqxG0S55w,Kate
63005,2012-09-21,3,2.5,DuZD-mb8lKI4bUdsBhHvxQ,Hermes
63037,2016-12-29,4,3.75,7BetrePEu2uYL9KpqR7bag,Stephanie
63045,2015-08-24,283,3.98,ma6206bmu-a_Ja7Iv-yRCw,Sharon
63047,2012-03-20,31,2.97,p2Yaw0yMVvT9lMd7yshWUA,William
63049,2015-12-25,80,3.45,sRYxGtoOstv8IAvqu26w5A,Erin
63058,2012-11-25,148,3.28,oqOd-BdSCHGirleO3UwLjA,Li
63068,2014-06-17,9,4.0,CyRXqba-onuGD2iI2kX6SA,Mike
63071,2016-07-26,75,2.94,HB69A6SbcIG97L4Ccn1ucw,Tom
63074,2013-08-17,109,3.81,UwaWaPfhe4ausLjH_OxGWA,Mark
63080,2013-11-11,217,3.61,JInn7zPqOxhea4l8PUsBPA,Adrienne
63094,2016-01-26,13,3.54,alp1RmWfVLYDaHWlPFjngg,Ren
63106,2012-02-21,128,3.48,xHMq2fBArXBp881TVlRt5g,John
63117,2007-09-21,178,3.73,eo0tmepvnDLQfpY2O78o_A,Sam
63144,2012-06-10,181,3.74,0sOleKBI26BKfpW0SEG6Fw,Sami
63157,2010-10-23,24,3.0,iECoe3kZysCowQcPhEBRVw,Pamela
