,business_id,attributes.RestaurantsDelivery,attributes.Open24Hours,attributes.CoatCheck,attributes.DogsAllowed,postal_code,attributes.Smoking,attributes.DietaryRestrictions,attributes.GoodForKids,stars,latitude,attributes.Alcohol,attributes.RestaurantsPriceRange2,attributes.RestaurantsTableService,attributes.RestaurantsCounterService,attributes.Corkage,attributes.RestaurantsGoodForGroups,categories,name,attributes.HappyHour,attributes.WheelchairAccessible,attributes.Caters,attributes.BYOBCorkage,attributes.BYOB,is_open,neighborhood,attributes.Ambience,longitude,attributes.BestNights,review_count,attributes.BusinessAcceptsCreditCards,attributes.DriveThru,attributes.HasTV,attributes.Music,hours,attributes.BusinessParking,attributes.WiFi,attributes.RestaurantsAttire,hours.Sunday,hours.Saturday,hours.Friday,attributes.RestaurantsReservations,attributes.RestaurantsTakeOut,attributes.BikeParking,attributes.OutdoorSeating,city,state
5026,Vuk8Xn0RmP1o88QqfB75qg,False,,,False,L4J 7Y1,,,True,3.0,43.797877,beer_and_wine,2.0,True,,,True,"Restaurants, Seafood, Chinese, Dim Sum, Soup",Bonflavor,,True,True,,,0,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.4255983,,63,,,False,,"{'Monday': '9:0-23:0', 'Tuesday': '9:0-23:0', 'Friday': '9:0-23:30', 'Wednesday': '9:0-23:0', 'Thursday': '9:0-23:0', 'Sunday': '9:0-23:0', 'Saturday': '9:0-23:30'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",free,casual,9:0-23:0,9:0-23:30,9:0-23:30,True,True,True,False,Vaughan,ON
5028,fKr2Vip-yNCxgJmps-iOTA,False,,,False,M1S 4N6,,,True,3.5,43.791587799999995,beer_and_wine,2.0,True,,,True,"Japanese, Restaurants, Sushi Bars",Ten-Ichi Japanese Restaurant,,True,False,,,1,Scarborough,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.2509165,,308,True,,False,,"{'Monday': '17:0-23:0', 'Tuesday': '17:0-23:0', 'Friday': '17:0-23:0', 'Wednesday': '17:0-23:0', 'Thursday': '17:0-23:0', 'Sunday': '17:0-23:0', 'Saturday': '17:0-23:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,17:0-23:0,17:0-23:0,17:0-23:0,True,True,False,False,Scarborough,ON
5034,7L2Yq1FpshwgYnuHy-BUQg,True,,,,M1H 3E2,,,True,3.0,43.7786531,full_bar,2.0,True,,,True,"Restaurants, Buffets",Super Buffet,,,False,,,0,Scarborough,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.23213220000002,,29,True,,False,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,,,,True,True,True,False,Scarborough,ON
5037,YPW2G6clD4mcuh61HnHaoQ,False,,,,L6H 6P5,,,True,2.0,43.5107652,none,2.0,True,,,True,"Cafes, Food, Restaurants, Creperies, Desserts, Ice Cream & Frozen Yogurt",Demetres,,,False,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.6687515,,28,True,,False,,"{'Monday': '14:0-23:0', 'Tuesday': '14:0-23:0', 'Friday': '14:0-0:0', 'Wednesday': '14:0-23:0', 'Thursday': '14:0-23:0', 'Sunday': '14:0-23:0', 'Saturday': '14:0-23:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,14:0-23:0,14:0-23:0,14:0-0:0,True,True,True,True,Oakville,ON
5039,Zqf9RJexzqqynVAR4WHEFg,False,,False,,M6G 1M3,outdoor,,False,4.0,43.662359499999994,full_bar,2.0,True,,,True,"Bars, Barbeque, Nightlife, Restaurants",Two Bite Saloon,False,,True,,,0,Christie Pits,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.42397629999998,,42,True,,True,"{'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}",,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",no,casual,,,,False,True,True,False,Toronto,ON
5040,j8oKeBN7GYt2iOg5xmawJw,True,,,False,M1V 4Z4,,,True,4.0,43.82718920000001,none,1.0,False,,,False,"Donuts, Spanish, Event Planning & Services, Cuban, Restaurants, Desserts, Caterers, Food",El Habanero & Churrobar,,True,True,,,1,Milliken,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.29099709999998,,46,,,True,,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Friday': '11:0-22:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-22:0', 'Sunday': '12:0-20:0', 'Saturday': '11:0-22:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",free,casual,12:0-20:0,11:0-22:0,11:0-22:0,False,True,False,False,Toronto,ON
5047,-qdbWrCU8Ktg80dk458BAw,False,,,,L4T 2G8,,,True,4.5,43.70577,none,1.0,False,,,True,"Restaurants, Indian",Chat Hut,,,True,,,1,Old Malton Village,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.64587,,37,True,,False,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,,,,False,True,False,False,Mississauga,ON
5049,fnLiPkJL0ur4-pS99bgqGA,False,,,,L3T 7P6,,,True,3.5,43.8416016,none,1.0,True,,,True,"Chinese, Food, Restaurants, Desserts",Grand Noodle,,,False,,,0,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.38562309999998,,78,True,,False,,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Friday': '11:0-23:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Sunday': '11:0-22:0', 'Saturday': '11:0-23:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,11:0-22:0,11:0-23:0,11:0-23:0,True,True,True,False,Markham,ON
5053,BoE0oTphOUxk3sIvuj4YcQ,False,,,,L6W 3R7,,,True,3.5,43.689504799999995,beer_and_wine,1.0,True,,,True,"Restaurants, Thai, Vietnamese",Saigon House Restaurant,,,False,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.7390478,,25,True,,True,,"{'Monday': '10:0-22:0', 'Tuesday': '10:0-23:0', 'Friday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Sunday': '10:0-22:0', 'Saturday': '10:0-23:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,10:0-22:0,10:0-23:0,10:0-23:0,False,True,True,False,Brampton,ON
5055,Nxm2hcwZv4T6XVc8ScR2-A,,,,,M5S 1X8,,,True,3.0,43.665764,full_bar,2.0,True,,,True,"Restaurants, Seafood",The Boil Bar,,,,,,0,The Annex,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.4088284,,24,,,True,,"{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Friday': '11:0-0:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Sunday': '11:0-23:0', 'Saturday': '11:0-0:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",no,casual,11:0-23:0,11:0-0:0,11:0-0:0,True,True,True,False,Toronto,ON
5060,Y3zHWwGWjkdbCPGR7pF6tQ,False,,,,M5A 1K9,,,False,4.0,43.6532485,full_bar,2.0,True,,,False,"Asian Fusion, Sandwiches, American (Traditional), Barbeque, Canadian (New), Vietnamese, Restaurants",The Corktown Kitchen,,,False,,,0,Corktown,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.3623477,,37,True,,True,,"{'Tuesday': '11:30-15:30', 'Friday': '17:0-23:0', 'Wednesday': '17:0-23:0', 'Thursday': '17:0-23:0', 'Sunday': '11:0-17:0', 'Saturday': '17:0-23:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",no,casual,11:0-17:0,17:0-23:0,17:0-23:0,True,False,True,False,Toronto,ON
5061,udieC6Fa-XMlZhGTTF_RPQ,False,,,,L3T 5Z2,,,True,3.0,43.813453499999994,full_bar,3.0,True,,,False,"Restaurants, Middle Eastern, Mediterranean",Shoom Shoom,,True,,,,0,Langstaff,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.399904,,29,True,,False,,"{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Friday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Sunday': '11:0-21:0', 'Saturday': '11:0-21:30'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,11:0-21:0,11:0-21:30,11:30-21:0,True,True,,,Markham,ON
5064,-ltD-dHqdZ5-wjAMKYa6Ng,False,,,False,M6G 1M5,,,True,4.5,43.6622312,beer_and_wine,2.0,True,,,True,"Nicaraguan, Latin American, Restaurants",La Bella Managua,,True,True,,,1,Christie Pits,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.42498979999998,,177,True,,True,,"{'Tuesday': '12:0-22:0', 'Friday': '12:0-23:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Sunday': '12:0-22:0', 'Saturday': '11:0-23:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",no,casual,12:0-22:0,11:0-23:0,12:0-23:0,True,True,True,False,Toronto,ON
5066,5ZQmIhBVOelUScK9UbSUqA,True,,,,M5A 4R6,,,,2.5,43.6573124,,,,,,False,"Pizza, Restaurants",Pizza Hut,,,,,,0,,,-79.3741798,,3,True,,False,,,,,casual,,,,False,True,False,False,Toronto,ON
5067,KT2E2HQtb0HA0zsjbVp2BQ,False,,True,False,M5R 1C4,no,,False,3.0,43.6703999,full_bar,4.0,True,,,True,"Steakhouses, Food, Restaurants, Lounges, Bars, Nightlife, American (Traditional), Cocktail Bars, Desserts",STK Toronto,True,True,True,,,1,Yorkville,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': True, 'casual': False}",-79.3946157,,101,,,False,"{'dj': True, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}","{'Monday': '15:30-0:0', 'Tuesday': '15:30-0:0', 'Friday': '15:30-2:0', 'Wednesday': '15:30-0:0', 'Thursday': '15:30-2:0', 'Sunday': '17:0-0:0', 'Saturday': '15:30-2:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}",free,dressy,17:0-0:0,15:30-2:0,15:30-2:0,True,True,True,False,Toronto,ON
5069,An-JJle53UMHokU4MwFktg,False,,,,M1V 5N1,,,True,3.5,43.822058,none,2.0,True,,,True,"Restaurants, Chinese",Deer Garden Signatures,,,False,,,1,Milliken,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.298592,,137,True,,False,,"{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Friday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Sunday': '11:0-23:0', 'Saturday': '11:0-23:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,11:0-23:0,11:0-23:0,11:0-23:0,True,True,True,False,Toronto,ON
5072,DPA9MQKkCqT0qnevsG740A,False,,,False,M5B 1Y7,,,False,4.0,43.656345753800004,full_bar,2.0,True,,,True,"Bars, Tapas Bars, Thai, Laotian, Nightlife, Restaurants, Tapas/Small Plates, Vegan",Sabai Sabai Kitchen and Bar,,False,False,,,0,Downtown Core,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.3768616786,,280,True,,False,,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Friday': '11:0-23:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Sunday': '16:0-22:0', 'Saturday': '11:0-23:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",no,casual,16:0-22:0,11:0-23:0,11:0-23:0,True,True,True,False,Toronto,ON
5074,oSJnIoem79On-Ra8qvNH6Q,False,,,,L4L 8Y2,,,True,3.0,43.81687210000001,none,2.0,False,,,True,"Restaurants, Canadian (New), Burgers",Kookoos Kitchen,,,,,,1,Pine Grove,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.6012314,,21,True,,True,,"{'Monday': '12:0-20:0', 'Tuesday': '12:0-20:0', 'Friday': '12:0-21:0', 'Wednesday': '12:0-20:0', 'Thursday': '12:0-21:0', 'Sunday': '12:0-20:0', 'Saturday': '12:0-20:0'}",,no,casual,12:0-20:0,12:0-20:0,12:0-21:0,True,True,False,,Vaughan,ON
5077,TBzgzTFSa7pJXiLD7emYaQ,True,,,,M1L 1E3,,,True,4.0,43.694271757799996,none,1.0,True,,,True,"Restaurants, Chinese, Indian",Lotus Garden Hakka Indian Style Chinese,,,True,,,1,Scarborough,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.2760401964,,86,False,,False,,"{'Monday': '12:0-22:0', 'Friday': '12:0-23:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Sunday': '16:30-22:0', 'Saturday': '12:30-23:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,16:30-22:0,12:30-23:0,12:0-23:0,True,True,True,False,Toronto,ON
5078,XmdJO7O0hrtlLwAQdibm4Q,,,,,M6J 1T9,,,,4.5,43.65199310000001,,,,,,,"Pizza, Restaurants, Italian",Atsa Matta For You? Trattoria,,,,,,0,Trinity Bellwoods,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.4067119,,5,,,,,"{'Tuesday': '12:0-20:0', 'Friday': '12:0-22:0', 'Wednesday': '12:0-20:0', 'Thursday': '12:0-21:0', 'Saturday': '13:0-23:0'}",,,,,13:0-23:0,12:0-22:0,,True,,False,Toronto,ON
5080,7RxLuzAsfKbgzCheEDXfnw,False,,,,M6J 1E7,,,False,3.5,43.646459,none,2.0,True,,,False,"Asian Fusion, Tea Rooms, Coffee & Tea, Food, Restaurants",The Red Tea Box,,False,,,,0,Trinity Bellwoods,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.4082005,,23,True,,False,,"{'Monday': '10:0-18:0', 'Friday': '10:0-19:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Sunday': '12:0-17:0', 'Saturday': '10:0-19:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,casual,12:0-17:0,10:0-19:0,10:0-19:0,True,False,,True,Toronto,ON
5081,l09JfMeQ6ynYs5MCJtrcmQ,False,,,,M4P 2H6,,,False,3.0,43.7113993,full_bar,3.0,True,,,False,"French, Italian, Restaurants",Alize Catering,,False,False,,,0,Yonge and Eglinton,"{'romantic': True, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.3993388,,12,True,,False,,"{'Monday': '9:0-22:0', 'Tuesday': '9:0-22:0', 'Friday': '9:0-22:0', 'Wednesday': '9:0-22:0', 'Thursday': '9:0-22:0', 'Sunday': '9:0-22:0', 'Saturday': '9:0-22:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",no,casual,9:0-22:0,9:0-22:0,9:0-22:0,True,True,,True,Toronto,ON
5085,K-tKnqhblGR7K4R3roKmqA,True,,,,M5V 1Z4,,,True,4.0,43.6499075088,none,1.0,False,,,False,"Australian, Street Vendors, Restaurants, Food",Kanga,,False,True,,,1,Queen Street West,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.3892604579,,160,True,,False,,"{'Monday': '8:0-21:0', 'Tuesday': '8:0-21:0', 'Friday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Sunday': '10:0-21:0', 'Saturday': '10:0-21:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",no,casual,10:0-21:0,10:0-21:0,8:0-21:0,False,True,True,False,Toronto,ON
5089,Ku3ME-bW3zINVJiP9zkOEg,True,,,,M5H 1X6,,,True,4.5,43.648070399999995,none,2.0,False,,,True,"Vegetarian, Food, Vegan, Restaurants, Juice Bars & Smoothies",Superfood Eateries,,False,True,,,0,Entertainment District,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.3898385,,63,True,,False,,"{'Monday': '8:0-19:0', 'Tuesday': '8:0-19:0', 'Friday': '8:0-19:0', 'Wednesday': '8:0-19:0', 'Thursday': '8:0-19:0', 'Sunday': '10:0-18:0', 'Saturday': '10:0-19:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",free,casual,10:0-18:0,10:0-19:0,8:0-19:0,False,True,True,False,Toronto,ON
5092,apHPFnDUIaZM7uZoB9DXfw,False,,True,,M5A 3C4,no,,True,3.5,43.650679916899996,full_bar,2.0,True,,,True,"Desserts, Food, Beer Bar, Italian, Restaurants, Nightlife, Bars",Archeo,,True,True,,,1,Distillery District,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.3595257288,,62,True,,False,"{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}","{'Monday': '12:0-20:0', 'Tuesday': '12:0-20:0', 'Friday': '12:0-21:0', 'Wednesday': '12:0-20:0', 'Thursday': '12:0-21:0', 'Sunday': '12:0-20:0', 'Saturday': '12:0-21:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",no,casual,12:0-20:0,12:0-21:0,12:0-21:0,True,False,True,True,Toronto,ON
5093,U-a61zpbsDNVtKm9W1aqLw,False,,,False,M5G,,,,4.0,43.658446999999995,none,1.0,,,,,"Cafes, Coffee & Tea, Restaurants, Food",Jimmy's Coffee,,False,False,,,1,Downtown Core,,-79.38555500000002,,122,True,,,,"{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Friday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Sunday': '8:0-18:0', 'Saturday': '8:0-18:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",free,,8:0-18:0,8:0-18:0,7:0-20:0,,True,True,True,Toronto,ON
5094,14b3pAac4TWklXmUg09EJA,,,False,,L4G 6H8,no,,True,3.5,43.9901644,beer_and_wine,2.0,True,,,True,"Caterers, Nightlife, Greek, Event Planning & Services, Pubs, Bars, Restaurants",Jonathan's Fine Foods,,,,,,0,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.4649391,"{'monday': False, 'tuesday': True, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}",7,True,,True,"{'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}","{'Monday': '8:0-21:0', 'Tuesday': '7:0-22:0', 'Friday': '7:0-22:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Sunday': '8:0-20:0', 'Saturday': '7:0-22:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,casual,8:0-20:0,7:0-22:0,7:0-22:0,True,,,True,Aurora,ON
5096,MWe2RCV1PuH1qoMAELAqxA,True,,,False,M5V 2B7,,,True,3.5,43.647320799999996,beer_and_wine,2.0,False,,,False,"Sandwiches, Italian, Restaurants, Pizza",San Francesco Foods - Queen,,True,True,,,1,Queen Street West,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.4023734,,39,True,,True,,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Friday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Sunday': '11:0-21:0', 'Saturday': '11:0-21:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",no,casual,11:0-21:0,11:0-21:0,11:0-21:0,False,True,True,False,Toronto,ON
5097,fK1oj0dk9Bc6KsBk5mMDxg,False,,,False,M6P 1Y9,,,False,3.5,43.665303200000004,full_bar,2.0,True,,,True,"Restaurants, Mexican",Playa Cabana Cantina,,False,True,,,1,The Junction,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.46550479999998,,256,True,,False,,"{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Friday': '12:0-23:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Sunday': '12:0-22:0', 'Saturday': '12:0-23:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",no,casual,12:0-22:0,12:0-23:0,12:0-23:0,True,True,True,False,Toronto,ON
5102,flaAdLvjrSKIsMGKvCDO-A,True,,,,M8X 1C4,,,True,4.0,43.6470934,full_bar,2.0,True,,,True,"Event Planning & Services, Caterers, Restaurants, Italian, Pizza",Romi's Pizza & Ristorante,,,,,,1,Etobicoke,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.5133412,,14,True,,True,,,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,casual,,,,True,True,True,False,Etobicoke,ON
5103,_zFlhXj2TUWWuW7Sl6jmkQ,False,,,,M5J 1A1,,,True,2.0,43.6289467,full_bar,2.0,True,,,True,"Cafes, Restaurants, American (Traditional)",The Carousel Café,,True,False,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.3944199,,31,True,,True,,"{'Monday': '11:0-17:0', 'Tuesday': '11:0-17:0', 'Friday': '11:0-17:0', 'Wednesday': '11:0-17:0', 'Thursday': '11:0-17:0', 'Sunday': '11:0-17:0', 'Saturday': '11:0-17:0'}",,no,casual,11:0-17:0,11:0-17:0,11:0-17:0,True,True,,True,Toronto,ON
5107,3hBU-MTew98Q7gbaiT0TAg,False,,,,L4C 3E1,,,True,3.0,43.889869299999994,none,2.0,True,,,True,"Restaurants, Sushi Bars",Naruto Sushi & Hibachi,,,,,,0,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.4412263,,18,True,,False,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,,,,True,True,False,False,Richmond Hill,ON
5108,ON1okhu0z6jtCSOzt1Y01w,True,,,,M6P 1A6,,,True,3.5,43.6558598,none,2.0,True,,,True,"Turkish, Mediterranean, Restaurants",Mersin Mediterranean Cuisine,,,True,,,0,High Park,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.4556316,,40,True,,True,,"{'Monday': '11:0-11:0', 'Tuesday': '11:0-11:0', 'Friday': '11:0-12:0', 'Wednesday': '11:0-11:0', 'Thursday': '11:0-12:0', 'Saturday': '11:0-12:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",free,casual,,11:0-12:0,11:0-12:0,False,True,True,False,Toronto,ON
5109,bVv1Z9uzOtbGznFZdrvZEw,True,,,,L6W 3T7,,,True,3.0,43.667698421400004,none,1.0,False,,,True,"Restaurants, Chicken Wings, Fast Food",Popeyes Louisiana Kitchen,,,,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.7344864553,,11,True,False,True,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,casual,,,,False,True,True,False,Brampton,ON
5110,fTkbO_-v88Ldn_cJwxHYQQ,False,,,,L3P 1Y1,,,True,4.5,43.8783762802,none,2.0,False,,,True,"Restaurants, Art Schools, Specialty Schools, Coffee & Tea, Food, Nightlife, Team Building Activities, Event Planning & Services, Arts & Entertainment, Cafes, Education",Paintlounge,,True,False,,,1,Unionville,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",-79.2612075806,,40,True,,False,,"{'Tuesday': '12:0-21:0', 'Friday': '14:0-23:0', 'Wednesday': '14:0-23:0', 'Thursday': '14:0-23:0', 'Sunday': '13:0-19:0', 'Saturday': '12:0-23:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",free,casual,13:0-19:0,12:0-23:0,14:0-23:0,True,False,True,False,Markham,ON
5113,bPq5Hu-kNhzUVE6H_vywyg,False,,,,M5G 1X5,,,True,4.0,43.656279634899995,none,2.0,False,,,True,"Salad, Soup, Restaurants, Sandwiches, Pizza",Bread & Bowl,,True,True,,,1,Downtown Core,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.3906696122,,27,True,,False,,"{'Friday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Monday': '7:0-19:0'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",free,casual,,,7:0-19:0,True,True,True,True,Toronto,ON
5116,oYpuRk0nDIc3qa-II9Sa9Q,False,,,,L5N 3E7,,,True,3.5,43.5886613,beer_and_wine,2.0,True,,,True,"Asian Fusion, Restaurants, Food, Thai, Indian, Chinese",Eddie's Wok N Roll,,True,True,,,1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",-79.74025040000002,,126,True,,False,,"{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Friday': '12:0-23:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Sunday': '12:0-22:0', 'Saturday': '12:0-23:0'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",no,casual,12:0-22:0,12:0-23:0,12:0-23:0,True,True,False,False,Mississauga,ON
